Year,Gebietseinheit,Kategorie,GeoCode,Value
2019,Diepholz,Fläche in 100 qm,K03251,113316.0
2011,Hameln-Pyrmont,Fläche in 100 qm,K03252,76070.0
2012,Hameln-Pyrmont,Fläche in 100 qm,K03252,76218.0
2013,Hameln-Pyrmont,Fläche in 100 qm,K03252,76470.0
2014,Hameln-Pyrmont,Fläche in 100 qm,K03252,76648.0
2015,Hameln-Pyrmont,Fläche in 100 qm,K03252,76805.0
2016,Hameln-Pyrmont,Fläche in 100 qm,K03252,76951.0
2017,Hameln-Pyrmont,Fläche in 100 qm,K03252,77147.0
2018,Hameln-Pyrmont,Fläche in 100 qm,K03252,77307.0
2019,Hameln-Pyrmont,Fläche in 100 qm,K03252,77524.0
2011,Hildesheim,Fläche in 100 qm,K03254,132736.0
2012,Hildesheim,Fläche in 100 qm,K03254,133072.0
2013,Hildesheim,Fläche in 100 qm,K03254,133574.0
2014,Hildesheim,Fläche in 100 qm,K03254,134039.0
2015,Hildesheim,Fläche in 100 qm,K03254,134608.0
2016,Hildesheim,Fläche in 100 qm,K03254,135213.0
2017,Hildesheim,Fläche in 100 qm,K03254,135749.0
2018,Hildesheim,Fläche in 100 qm,K03254,136338.0
2019,Hildesheim,Fläche in 100 qm,K03254,136981.0
2011,Holzminden,Fläche in 100 qm,K03255,37984.0
2012,Holzminden,Fläche in 100 qm,K03255,38061.0
2013,Holzminden,Fläche in 100 qm,K03255,38081.0
2014,Holzminden,Fläche in 100 qm,K03255,38107.0
2015,Holzminden,Fläche in 100 qm,K03255,38231.0
2016,Holzminden,Fläche in 100 qm,K03255,38308.0
2017,Holzminden,Fläche in 100 qm,K03255,38353.0
2018,Holzminden,Fläche in 100 qm,K03255,38454.0
2019,Holzminden,Fläche in 100 qm,K03255,38534.0
2011,Nienburg (Weser),Fläche in 100 qm,K03256,60607.0
2012,Nienburg (Weser),Fläche in 100 qm,K03256,60872.0
2013,Nienburg (Weser),Fläche in 100 qm,K03256,61156.0
2014,Nienburg (Weser),Fläche in 100 qm,K03256,61423.0
2015,Nienburg (Weser),Fläche in 100 qm,K03256,61777.0
2016,Nienburg (Weser),Fläche in 100 qm,K03256,62261.0
2017,Nienburg (Weser),Fläche in 100 qm,K03256,62591.0
2018,Nienburg (Weser),Fläche in 100 qm,K03256,63036.0
2019,Nienburg (Weser),Fläche in 100 qm,K03256,63499.0
2011,Schaumburg,Fläche in 100 qm,K03257,79132.0
2012,Schaumburg,Fläche in 100 qm,K03257,79446.0
2013,Schaumburg,Fläche in 100 qm,K03257,79713.0
2014,Schaumburg,Fläche in 100 qm,K03257,79985.0
2015,Schaumburg,Fläche in 100 qm,K03257,80375.0
2016,Schaumburg,Fläche in 100 qm,K03257,80701.0
2017,Schaumburg,Fläche in 100 qm,K03257,81132.0
2018,Schaumburg,Fläche in 100 qm,K03257,81658.0
2019,Schaumburg,Fläche in 100 qm,K03257,82147.0
2011,Lüneburg,Fläche in 100 qm,K033,825943.0
2012,Lüneburg,Fläche in 100 qm,K033,831299.0
2013,Lüneburg,Fläche in 100 qm,K033,837627.0
2014,Lüneburg,Fläche in 100 qm,K033,844652.0
2015,Lüneburg,Fläche in 100 qm,K033,851834.0
2016,Lüneburg,Fläche in 100 qm,K033,860723.0
2017,Lüneburg,Fläche in 100 qm,K033,868211.0
2018,Lüneburg,Fläche in 100 qm,K033,875216.0
2019,Lüneburg,Fläche in 100 qm,K033,882799.0
2011,Celle,Fläche in 100 qm,K03351,88721.0
2012,Celle,Fläche in 100 qm,K03351,88709.0
2013,Celle,Fläche in 100 qm,K03351,89099.0
2014,Celle,Fläche in 100 qm,K03351,89606.0
2015,Celle,Fläche in 100 qm,K03351,90046.0
2016,Celle,Fläche in 100 qm,K03351,90736.0
2017,Celle,Fläche in 100 qm,K03351,91182.0
2018,Celle,Fläche in 100 qm,K03351,91864.0
2019,Celle,Fläche in 100 qm,K03351,92520.0
2011,Cuxhaven,Fläche in 100 qm,K03352,99733.0
2012,Cuxhaven,Fläche in 100 qm,K03352,100415.0
2013,Cuxhaven,Fläche in 100 qm,K03352,101153.0
2014,Cuxhaven,Fläche in 100 qm,K03352,102076.0
2015,Cuxhaven,Fläche in 100 qm,K03352,102782.0
2016,Cuxhaven,Fläche in 100 qm,K03352,103761.0
2017,Cuxhaven,Fläche in 100 qm,K03352,104646.0
2018,Cuxhaven,Fläche in 100 qm,K03352,105368.0
2019,Cuxhaven,Fläche in 100 qm,K03352,106405.0
2011,Harburg,Fläche in 100 qm,K03353,118780.0
2012,Harburg,Fläche in 100 qm,K03353,120051.0
2013,Harburg,Fläche in 100 qm,K03353,121419.0
2014,Harburg,Fläche in 100 qm,K03353,122797.0
2015,Harburg,Fläche in 100 qm,K03353,124121.0
2016,Harburg,Fläche in 100 qm,K03353,125933.0
2017,Harburg,Fläche in 100 qm,K03353,127225.0
2018,Harburg,Fläche in 100 qm,K03353,128220.0
2019,Harburg,Fläche in 100 qm,K03353,129647.0
2011,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27149.0
2012,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27209.0
2013,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27284.0
2014,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27402.0
2015,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27499.0
2016,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27699.0
2017,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27748.0
2018,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27846.0
2019,Lüchow-Dannenberg,Fläche in 100 qm,K03354,27982.0
2011,Lüneburg,Fläche in 100 qm,K03355,81191.0
2012,Lüneburg,Fläche in 100 qm,K03355,81985.0
2013,Lüneburg,Fläche in 100 qm,K03355,82822.0
2014,Lüneburg,Fläche in 100 qm,K03355,83451.0
2015,Lüneburg,Fläche in 100 qm,K03355,84288.0
2016,Lüneburg,Fläche in 100 qm,K03355,85227.0
2017,Lüneburg,Fläche in 100 qm,K03355,86288.0
2018,Lüneburg,Fläche in 100 qm,K03355,86989.0
2019,Lüneburg,Fläche in 100 qm,K03355,87134.0
2011,Osterholz,Fläche in 100 qm,K03356,54699.0
2012,Osterholz,Fläche in 100 qm,K03356,55134.0
2013,Osterholz,Fläche in 100 qm,K03356,55439.0
2014,Osterholz,Fläche in 100 qm,K03356,55895.0
2015,Osterholz,Fläche in 100 qm,K03356,56360.0
2016,Osterholz,Fläche in 100 qm,K03356,56789.0
2017,Osterholz,Fläche in 100 qm,K03356,57308.0
2018,Osterholz,Fläche in 100 qm,K03356,57786.0
2019,Osterholz,Fläche in 100 qm,K03356,58458.0
2011,Rotenburg (Wümme),Fläche in 100 qm,K03357,81596.0
2012,Rotenburg (Wümme),Fläche in 100 qm,K03357,82118.0
2013,Rotenburg (Wümme),Fläche in 100 qm,K03357,82602.0
2014,Rotenburg (Wümme),Fläche in 100 qm,K03357,83344.0
2015,Rotenburg (Wümme),Fläche in 100 qm,K03357,84013.0
2016,Rotenburg (Wümme),Fläche in 100 qm,K03357,84880.0
2017,Rotenburg (Wümme),Fläche in 100 qm,K03357,85742.0
2018,Rotenburg (Wümme),Fläche in 100 qm,K03357,86534.0
2019,Rotenburg (Wümme),Fläche in 100 qm,K03357,87397.0
2011,Heidekreis,Fläche in 100 qm,K03358,67829.0
2012,Heidekreis,Fläche in 100 qm,K03358,68037.0
2013,Heidekreis,Fläche in 100 qm,K03358,68307.0
2014,Heidekreis,Fläche in 100 qm,K03358,68669.0
2015,Heidekreis,Fläche in 100 qm,K03358,68960.0
2016,Heidekreis,Fläche in 100 qm,K03358,69510.0
2017,Heidekreis,Fläche in 100 qm,K03358,69871.0
2018,Heidekreis,Fläche in 100 qm,K03358,70285.0
2019,Heidekreis,Fläche in 100 qm,K03358,70682.0
2011,Stade,Fläche in 100 qm,K03359,91999.0
2012,Stade,Fläche in 100 qm,K03359,92900.0
2013,Stade,Fläche in 100 qm,K03359,93926.0
2014,Stade,Fläche in 100 qm,K03359,95038.0
2015,Stade,Fläche in 100 qm,K03359,96442.0
2016,Stade,Fläche in 100 qm,K03359,97763.0
2017,Stade,Fläche in 100 qm,K03359,98957.0
2018,Stade,Fläche in 100 qm,K03359,100382.0
2019,Stade,Fläche in 100 qm,K03359,101551.0
2011,Uelzen,Fläche in 100 qm,K03360,48319.0
2012,Uelzen,Fläche in 100 qm,K03360,48467.0
2013,Uelzen,Fläche in 100 qm,K03360,48607.0
2014,Uelzen,Fläche in 100 qm,K03360,48827.0
2015,Uelzen,Fläche in 100 qm,K03360,48962.0
2016,Uelzen,Fläche in 100 qm,K03360,49319.0
2017,Uelzen,Fläche in 100 qm,K03360,49480.0
2018,Uelzen,Fläche in 100 qm,K03360,49686.0
2019,Uelzen,Fläche in 100 qm,K03360,49973.0
2011,Verden,Fläche in 100 qm,K03361,65927.0
2012,Verden,Fläche in 100 qm,K03361,66274.0
2013,Verden,Fläche in 100 qm,K03361,66969.0
2014,Verden,Fläche in 100 qm,K03361,67547.0
2015,Verden,Fläche in 100 qm,K03361,68362.0
2016,Verden,Fläche in 100 qm,K03361,69107.0
2017,Verden,Fläche in 100 qm,K03361,69764.0
2018,Verden,Fläche in 100 qm,K03361,70257.0
2019,Verden,Fläche in 100 qm,K03361,71051.0
2011,Weser-Ems,Fläche in 100 qm,K034,1175435.0
2012,Weser-Ems,Fläche in 100 qm,K034,1186546.0
2013,Weser-Ems,Fläche in 100 qm,K034,1199234.0
2014,Weser-Ems,Fläche in 100 qm,K034,1213061.0
2015,Weser-Ems,Fläche in 100 qm,K034,1225878.0
2016,Weser-Ems,Fläche in 100 qm,K034,1240239.0
2017,Weser-Ems,Fläche in 100 qm,K034,1253661.0
2018,Weser-Ems,Fläche in 100 qm,K034,1266830.0
2019,Weser-Ems,Fläche in 100 qm,K034,1280110.0
2011,Delmenhorst.Stadt,Fläche in 100 qm,K03401,33435.0
2012,Delmenhorst.Stadt,Fläche in 100 qm,K03401,33651.0
2013,Delmenhorst.Stadt,Fläche in 100 qm,K03401,33809.0
2014,Delmenhorst.Stadt,Fläche in 100 qm,K03401,34031.0
2015,Delmenhorst.Stadt,Fläche in 100 qm,K03401,34194.0
2016,Delmenhorst.Stadt,Fläche in 100 qm,K03401,34394.0
2017,Delmenhorst.Stadt,Fläche in 100 qm,K03401,34568.0
2018,Delmenhorst.Stadt,Fläche in 100 qm,K03401,34797.0
2019,Delmenhorst.Stadt,Fläche in 100 qm,K03401,34994.0
2011,Emden Stadt,Fläche in 100 qm,K03402,21962.0
2012,Emden Stadt,Fläche in 100 qm,K03402,22087.0
2013,Emden Stadt,Fläche in 100 qm,K03402,22215.0
2014,Emden Stadt,Fläche in 100 qm,K03402,22520.0
2015,Emden Stadt,Fläche in 100 qm,K03402,22597.0
2016,Emden Stadt,Fläche in 100 qm,K03402,22722.0
2017,Emden Stadt,Fläche in 100 qm,K03402,22903.0
2018,Emden Stadt,Fläche in 100 qm,K03402,22984.0
2019,Emden Stadt,Fläche in 100 qm,K03402,23008.0
2011,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,74297.0
2012,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,75348.0
2013,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,76381.0
2014,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,77048.0
2015,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,78018.0
2016,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,79074.0
2017,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,80005.0
2018,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,80929.0
2019,Oldenburg (Oldb) Stadt,Fläche in 100 qm,K03403,81747.0
2011,Osnabrück Stadt,Fläche in 100 qm,K03404,69514.0
2012,Osnabrück Stadt,Fläche in 100 qm,K03404,69925.0
2013,Osnabrück Stadt,Fläche in 100 qm,K03404,70411.0
2014,Osnabrück Stadt,Fläche in 100 qm,K03404,70849.0
2015,Osnabrück Stadt,Fläche in 100 qm,K03404,71388.0
2016,Osnabrück Stadt,Fläche in 100 qm,K03404,72042.0
2017,Osnabrück Stadt,Fläche in 100 qm,K03404,72469.0
2018,Osnabrück Stadt,Fläche in 100 qm,K03404,72905.0
2019,Osnabrück Stadt,Fläche in 100 qm,K03404,73083.0
2011,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,35974.0
2012,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36067.0
2013,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36116.0
2014,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36261.0
2015,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36328.0
2016,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36443.0
2017,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36553.0
2018,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36674.0
2019,Wilhelmshaven Stadt,Fläche in 100 qm,K03405,36750.0
2011,Ammerland,Fläche in 100 qm,K03451,59939.0
2012,Ammerland,Fläche in 100 qm,K03451,60749.0
2013,Ammerland,Fläche in 100 qm,K03451,61757.0
2014,Ammerland,Fläche in 100 qm,K03451,62581.0
2015,Ammerland,Fläche in 100 qm,K03451,63250.0
2016,Ammerland,Fläche in 100 qm,K03451,64062.0
2017,Ammerland,Fläche in 100 qm,K03451,64759.0
2018,Ammerland,Fläche in 100 qm,K03451,65589.0
2019,Ammerland,Fläche in 100 qm,K03451,66684.0
2011,Aurich,Fläche in 100 qm,K03452,94997.0
2012,Aurich,Fläche in 100 qm,K03452,95702.0
2013,Aurich,Fläche in 100 qm,K03452,96671.0
2014,Aurich,Fläche in 100 qm,K03452,97555.0
2015,Aurich,Fläche in 100 qm,K03452,98414.0
2016,Aurich,Fläche in 100 qm,K03452,99268.0
2017,Aurich,Fläche in 100 qm,K03452,100128.0
2018,Aurich,Fläche in 100 qm,K03452,100747.0
2019,Aurich,Fläche in 100 qm,K03452,101563.0
2011,Cloppenburg,Fläche in 100 qm,K03453,74614.0
2012,Cloppenburg,Fläche in 100 qm,K03453,75653.0
2013,Cloppenburg,Fläche in 100 qm,K03453,76840.0
2014,Cloppenburg,Fläche in 100 qm,K03453,78225.0
2015,Cloppenburg,Fläche in 100 qm,K03453,79336.0
2016,Cloppenburg,Fläche in 100 qm,K03453,80882.0
2017,Cloppenburg,Fläche in 100 qm,K03453,82379.0
2018,Cloppenburg,Fläche in 100 qm,K03453,83863.0
2019,Cloppenburg,Fläche in 100 qm,K03453,85230.0
2011,Emsland,Fläche in 100 qm,K03454,151722.0
2012,Emsland,Fläche in 100 qm,K03454,153853.0
2013,Emsland,Fläche in 100 qm,K03454,156228.0
2014,Emsland,Fläche in 100 qm,K03454,158995.0
2015,Emsland,Fläche in 100 qm,K03454,161353.0
2016,Emsland,Fläche in 100 qm,K03454,163852.0
2017,Emsland,Fläche in 100 qm,K03454,166328.0
2018,Emsland,Fläche in 100 qm,K03454,168465.0
2019,Emsland,Fläche in 100 qm,K03454,170946.0
2011,Friesland,Fläche in 100 qm,K03455,50447.0
2012,Friesland,Fläche in 100 qm,K03455,50762.0
2013,Friesland,Fläche in 100 qm,K03455,51105.0
2014,Friesland,Fläche in 100 qm,K03455,51664.0
2015,Friesland,Fläche in 100 qm,K03455,52100.0
2016,Friesland,Fläche in 100 qm,K03455,52709.0
2017,Friesland,Fläche in 100 qm,K03455,53258.0
2018,Friesland,Fläche in 100 qm,K03455,53858.0
2019,Friesland,Fläche in 100 qm,K03455,54328.0
2011,Grafschaft Bentheim,Fläche in 100 qm,K03456,64171.0
2012,Grafschaft Bentheim,Fläche in 100 qm,K03456,64749.0
2013,Grafschaft Bentheim,Fläche in 100 qm,K03456,65590.0
2014,Grafschaft Bentheim,Fläche in 100 qm,K03456,66540.0
2015,Grafschaft Bentheim,Fläche in 100 qm,K03456,67427.0
2016,Grafschaft Bentheim,Fläche in 100 qm,K03456,68104.0
2017,Grafschaft Bentheim,Fläche in 100 qm,K03456,68966.0
2018,Grafschaft Bentheim,Fläche in 100 qm,K03456,69600.0
2019,Grafschaft Bentheim,Fläche in 100 qm,K03456,70251.0
2011,Leer,Fläche in 100 qm,K03457,81385.0
2012,Leer,Fläche in 100 qm,K03457,82089.0
2013,Leer,Fläche in 100 qm,K03457,83070.0
2014,Leer,Fläche in 100 qm,K03457,84014.0
2015,Leer,Fläche in 100 qm,K03457,85094.0
2016,Leer,Fläche in 100 qm,K03457,86129.0
2017,Leer,Fläche in 100 qm,K03457,87139.0
2018,Leer,Fläche in 100 qm,K03457,87930.0
2019,Leer,Fläche in 100 qm,K03457,88771.0
2011,Oldenburg,Fläche in 100 qm,K03458,62373.0
2012,Oldenburg,Fläche in 100 qm,K03458,62739.0
2013,Oldenburg,Fläche in 100 qm,K03458,63102.0
2014,Oldenburg,Fläche in 100 qm,K03458,63519.0
2015,Oldenburg,Fläche in 100 qm,K03458,64152.0
2016,Oldenburg,Fläche in 100 qm,K03458,64732.0
2017,Oldenburg,Fläche in 100 qm,K03458,65268.0
2018,Oldenburg,Fläche in 100 qm,K03458,65967.0
2019,Oldenburg,Fläche in 100 qm,K03458,66616.0
2011,Osnabrück,Fläche in 100 qm,K03459,163970.0
2012,Osnabrück,Fläche in 100 qm,K03459,165201.0
2013,Osnabrück,Fläche in 100 qm,K03459,166366.0
2014,Osnabrück,Fläche in 100 qm,K03459,167975.0
2015,Osnabrück,Fläche in 100 qm,K03459,169551.0
2016,Osnabrück,Fläche in 100 qm,K03459,171167.0
2017,Osnabrück,Fläche in 100 qm,K03459,172686.0
2018,Osnabrück,Fläche in 100 qm,K03459,174369.0
2019,Osnabrück,Fläche in 100 qm,K03459,176096.0
2011,Vechta,Fläche in 100 qm,K03460,64111.0
2012,Vechta,Fläche in 100 qm,K03460,65098.0
2013,Vechta,Fläche in 100 qm,K03460,66269.0
2014,Vechta,Fläche in 100 qm,K03460,67498.0
2015,Vechta,Fläche in 100 qm,K03460,68397.0
2016,Vechta,Fläche in 100 qm,K03460,69738.0
2017,Vechta,Fläche in 100 qm,K03460,70820.0
2018,Vechta,Fläche in 100 qm,K03460,72160.0
2019,Vechta,Fläche in 100 qm,K03460,73430.0
2011,Wesermarsch,Fläche in 100 qm,K03461,43872.0
2012,Wesermarsch,Fläche in 100 qm,K03461,44026.0
2013,Wesermarsch,Fläche in 100 qm,K03461,44222.0
2014,Wesermarsch,Fläche in 100 qm,K03461,44397.0
2015,Wesermarsch,Fläche in 100 qm,K03461,44549.0
2016,Wesermarsch,Fläche in 100 qm,K03461,44774.0
2017,Wesermarsch,Fläche in 100 qm,K03461,44971.0
2018,Wesermarsch,Fläche in 100 qm,K03461,45255.0
2019,Wesermarsch,Fläche in 100 qm,K03461,45511.0
2011,Wittmund,Fläche in 100 qm,K03462,28650.0
2012,Wittmund,Fläche in 100 qm,K03462,28847.0
2013,Wittmund,Fläche in 100 qm,K03462,29082.0
2014,Wittmund,Fläche in 100 qm,K03462,29391.0
2015,Wittmund,Fläche in 100 qm,K03462,29730.0
2016,Wittmund,Fläche in 100 qm,K03462,30147.0
2017,Wittmund,Fläche in 100 qm,K03462,30462.0
2018,Wittmund,Fläche in 100 qm,K03462,30738.0
2019,Wittmund,Fläche in 100 qm,K03462,31103.0
2011,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,101.9
2012,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.0
2013,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.1
2014,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.2
2015,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.3
2016,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.4
2017,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.5
2018,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.5
2019,Niedersachsen,Durchschnittliche Fläche je Wohnung,K030,102.6
2011,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,95.3
2012,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,95.5
2013,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,95.6
2014,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,95.7
2015,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,95.8
2016,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,95.9
2017,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,96.0
2018,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,96.1
2019,Braunschweig,Durchschnittliche Fläche je Wohnung,K031,96.2
2011,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.1
2012,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.4
2013,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.5
2014,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.6
2015,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.7
2016,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.8
2017,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.8
2018,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,81.9
2019,Braunschweig Stadt,Durchschnittliche Fläche je Wohnung,K03101,82.0
2011,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,83.9
2012,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.0
2013,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.1
2014,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.2
2015,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.2
2016,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.3
2017,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.4
2018,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.5
2019,Salzgitter.Stadt,Durchschnittliche Fläche je Wohnung,K03102,84.6
2011,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,87.4
2012,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,87.8
2013,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.0
2014,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.0
2015,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.2
2016,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.6
2017,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.8
2018,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.9
2019,Wolfsburg.Stadt,Durchschnittliche Fläche je Wohnung,K03103,88.9
2011,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,116.5
2012,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,116.7
2013,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,116.8
2014,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,117.0
2015,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,117.1
2016,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,117.3
2017,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,117.4
2018,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,117.5
2019,Gifhorn,Durchschnittliche Fläche je Wohnung,K03151,117.5
2011,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.1
2012,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.2
2013,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.2
2014,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.2
2015,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.2
2016,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.3
2017,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.3
2018,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.3
2019,Goslar,Durchschnittliche Fläche je Wohnung,K03153,91.4
2011,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.2
2012,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.2
2013,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.3
2014,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.4
2015,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.5
2016,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.8
2017,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,101.9
2018,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,102.1
2019,Helmstedt,Durchschnittliche Fläche je Wohnung,K03154,102.3
2011,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.1
2012,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.1
2013,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.2
2014,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.2
2015,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.3
2016,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.4
2017,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.4
2018,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.5
2019,Northeim,Durchschnittliche Fläche je Wohnung,K03155,105.5
2011,Peine,Durchschnittliche Fläche je Wohnung,K03157,108.3
2012,Peine,Durchschnittliche Fläche je Wohnung,K03157,108.4
2013,Peine,Durchschnittliche Fläche je Wohnung,K03157,108.6
2014,Peine,Durchschnittliche Fläche je Wohnung,K03157,108.7
2015,Peine,Durchschnittliche Fläche je Wohnung,K03157,108.8
2016,Peine,Durchschnittliche Fläche je Wohnung,K03157,109.0
2017,Peine,Durchschnittliche Fläche je Wohnung,K03157,109.1
2018,Peine,Durchschnittliche Fläche je Wohnung,K03157,109.2
2019,Peine,Durchschnittliche Fläche je Wohnung,K03157,109.5
2011,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.2
2012,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.3
2013,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.5
2014,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.5
2015,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.7
2016,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.6
2017,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.7
2018,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.7
2019,Wolfenbüttel,Durchschnittliche Fläche je Wohnung,K03158,104.8
2011,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,92.5
2012,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,92.6
2013,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,92.7
2014,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,92.8
2015,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,92.8
2016,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,92.9
2017,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,93.0
2018,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,93.0
2019,Göttingen,Durchschnittliche Fläche je Wohnung,K03159,93.1
